arm,battery,prompt_id,try,leg_index,leg_type,leg_attempt,success,end_reason,timesteps,llm_calls,tokens_in,tokens_out,wall_s,halts_refused,halt_forced,errors,actor_in,actor_out,actor_calls,semantic_in,semantic_out,semantic_calls,episodic_in,episodic_out,episodic_calls,perception_in,perception_out,perception_calls,guard_in,guard_out,guard_calls,findings_in,findings_out,findings_calls,resolver_in,resolver_out,resolver_calls,decomposer_in,decomposer_out,decomposer_calls,responder_in,responder_out,responder_calls
a5,20260730_051207_context-ablation-a5,medium_03,try01,0,pickup,1,1,halt_granted,5,16,112470,2745,317.0,0,0,0,40175,734,4,54253,758,5,12649,996,4,4375,222,4,1018,35,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_03,try01,1,pickup,1,1,halt_granted,5,21,134835,3901,297.1,0,0,0,45639,876,4,60432,1054,5,18255,1204,4,4414,504,4,6095,263,6,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_03,try01,2,checkout,1,1,halt_granted,5,15,230483,9850,1243.2,0,0,0,49135,1022,4,66131,826,5,21897,1410,4,93320,6592,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_03,try02,0,pickup,1,1,halt_granted,5,16,112729,2920,357.5,0,0,0,40205,739,4,54450,788,5,12684,1111,4,4372,222,4,1018,60,1,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_03,try02,1,pickup,1,1,halt_granted,6,26,168965,4369,429.7,0,0,0,61076,1126,5,72710,971,6,22625,1464,5,4428,468,4,8126,340,8,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_03,try02,2,checkout,1,1,halt_granted,5,15,237806,10071,1183.7,0,0,0,50695,1138,4,68050,882,5,23573,1327,4,95488,6724,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_03,try03,0,pickup,1,1,halt_granted,22,68,940025,16149,1491.6,0,0,0,561803,4328,21,250883,3517,22,93378,6242,21,31926,1976,29,2035,86,2,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_03,try03,1,pickup,1,1,halt_granted,8,34,258115,6215,443.2,0,0,0,102198,1648,7,105509,1435,8,34737,2064,7,5514,657,5,10157,411,10,0,0,0,0,0,0,0,0,0,0,0,0
a5,20260730_051207_context-ablation-a5,medium_03,try03,2,checkout,1,1,halt_granted,11,33,591040,19881,2087.8,0,0,0,194441,2635,10,162135,1992,11,59691,3119,10,174773,12135,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_01,try01,0,pickup,1,1,halt_granted,18,55,613001,13983,942.9,0,0,0,300522,3924,17,202176,2873,18,81789,5980,17,27505,1160,25,1009,46,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_01,try02,0,pickup,1,0,time_cap,43,132,2374709,45121,2454.2,0,0,0,1553513,9563,43,519688,7470,43,238682,15939,43,59775,12003,54,3051,146,3,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_01,try02,1,pickup,2,0,time_cap,40,123,2308784,38889,2407.3,0,0,0,1417535,9584,40,597623,7347,40,225323,15116,40,65258,6716,59,3045,126,3,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_01,try03,0,pickup,1,0,time_cap,38,118,2055780,39303,2435.8,0,0,0,1335964,10129,38,457521,6842,38,225051,14151,38,33176,7962,30,4068,219,4,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_01,try03,1,pickup,2,0,time_cap,40,125,2343147,45459,2464.1,0,0,0,1458126,10725,40,596847,7980,40,240808,14947,40,42289,11552,38,5077,255,5,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_03,try01,0,goto,1,1,halt_granted,2,6,29309,796,81.3,0,0,0,6754,253,1,21287,312,2,1268,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_03,try01,1,pickup,1,1,halt_granted,5,16,123865,4568,237.4,0,0,0,42261,913,4,58635,797,5,17560,1186,4,4392,1619,4,1017,53,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_03,try02,0,goto,1,1,halt_granted,2,6,29341,819,87.2,0,0,0,6750,254,1,21326,326,2,1265,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_03,try02,1,pickup,1,1,halt_granted,5,16,126874,4593,243.8,0,0,0,43261,835,4,59708,798,5,18482,1332,4,4406,1579,4,1017,49,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_03,try03,0,goto,1,1,halt_granted,2,6,29309,757,80.6,0,0,0,6787,214,1,21260,334,2,1262,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,easy_03,try03,1,pickup,1,1,halt_granted,5,16,123727,4764,239.4,0,0,0,42328,852,4,58440,878,5,17566,1342,4,4376,1654,4,1017,38,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try01,0,pickup,1,1,halt_granted,9,28,257086,11274,748.1,0,0,0,102814,1612,8,100038,1672,9,39014,2758,8,14207,5156,13,1013,76,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try01,1,pickup,1,1,halt_granted,8,34,254606,7042,587.4,0,0,0,95019,1647,7,100619,1287,8,40055,2255,7,8789,1385,8,10124,468,10,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try01,2,inspect,1,1,halt_granted,3,33,104361,3295,367.1,0,0,0,20684,477,2,42455,565,3,8799,623,2,0,0,0,32423,1630,24,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try01,3,checkout,1,1,halt_granted,4,12,145873,4692,494.8,0,0,0,37254,820,3,59132,656,4,19087,1023,3,30400,2193,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try02,0,pickup,1,1,halt_granted,10,31,281307,10778,657.8,0,0,0,114927,2016,9,111573,1569,10,40573,3129,9,13221,4023,12,1013,41,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try02,1,pickup,1,1,halt_granted,7,30,214951,6736,492.9,0,0,0,75140,1354,6,88386,1396,7,32338,1949,6,9975,1627,9,9112,410,9,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try02,2,inspect,1,1,halt_granted,3,32,101704,3141,360.5,0,0,0,20386,489,2,41961,537,3,8513,610,2,0,0,0,30844,1505,23,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try02,3,checkout,1,1,halt_granted,5,15,191966,7736,698.3,1,0,0,36992,887,3,74198,1171,5,18892,1129,3,61884,4549,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try03,0,pickup,1,1,halt_granted,6,19,149679,6413,506.4,0,0,0,53094,1233,5,65854,959,6,20905,1600,5,8813,2569,8,1013,52,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try03,1,pickup,1,1,halt_granted,3,13,69632,2712,209.3,0,0,0,18262,441,2,36599,460,3,6341,580,2,4380,1060,4,4050,171,4,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try03,2,inspect,1,1,halt_granted,3,33,103340,3486,376.9,0,0,0,20902,570,2,41123,526,3,9110,576,2,0,0,0,32205,1814,24,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_01,try03,3,checkout,1,1,halt_granted,9,27,345197,9959,792.3,0,0,0,128751,2422,8,130830,2551,9,53048,2587,8,32568,2399,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try01,0,goto,1,1,halt_granted,2,6,30218,1175,146.4,0,0,0,7098,250,1,21511,626,2,1609,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try01,1,inspect,1,1,halt_granted,2,7,36919,1220,58.4,0,0,0,7619,275,1,23482,391,2,2155,309,1,2266,162,2,1397,83,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try01,2,pickup,1,1,halt_granted,37,143,1995373,32507,1787.6,1,0,0,1191814,8109,33,511235,6811,37,225121,11457,33,34697,3581,31,32506,2549,32,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try01,3,checkout,1,1,halt_granted,3,9,122504,4744,516.5,0,0,0,21310,541,2,48281,486,3,9489,569,2,43424,3148,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try02,0,inspect,1,0,time_cap,44,133,2326168,53267,2415.1,1,0,0,1503047,12393,43,552597,9189,44,225851,15706,43,43257,15887,39,1416,92,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try02,1,inspect,2,0,time_cap,70,210,4913589,53197,2410.3,0,0,0,3401902,15783,70,1165727,12773,70,338315,23843,70,7645,798,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try03,0,goto,1,1,halt_granted,2,6,29676,840,167.6,0,0,0,6838,223,1,21516,328,2,1322,289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try03,1,inspect,1,1,halt_granted,4,14,75110,2369,111.9,1,0,0,17743,524,2,48643,912,4,5905,632,2,0,0,0,2819,301,2,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try03,2,pickup,1,0,time_cap,46,154,3136628,47009,2407.2,1,0,0,2064904,12684,45,684861,9432,46,304331,15914,45,54331,5458,48,15222,1090,15,0,0,0,12979,2431,1,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,hard_03,try03,3,pickup,2,0,time_cap,47,168,3175070,54025,2438.4,1,0,0,1905553,12105,44,874073,9818,47,280678,15370,44,75337,12469,66,26406,2239,26,0,0,0,13023,2024,1,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_01,try01,0,pickup,1,1,halt_granted,6,19,148037,7080,524.7,0,0,0,52016,1010,5,65424,1021,6,19685,1383,5,9899,3631,9,1013,35,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_01,try01,1,checkout,1,1,halt_granted,3,9,91967,4152,418.5,0,0,0,17758,532,2,35713,469,3,5928,717,2,32568,2434,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_01,try02,0,pickup,1,1,halt_granted,6,19,148685,6670,442.8,0,0,0,52735,1101,5,65724,980,6,20457,1669,5,8756,2871,8,1013,49,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_01,try02,1,checkout,1,1,halt_granted,3,9,91074,3842,375.0,0,0,0,18176,477,2,36207,485,3,6291,610,2,30400,2270,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_01,try03,0,pickup,1,1,halt_granted,8,25,218892,8859,342.7,0,0,0,85196,1650,7,88187,1285,8,33534,2369,7,10962,3508,10,1013,47,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_01,try03,1,checkout,1,1,halt_granted,3,9,90793,3996,251.5,0,0,0,18016,544,2,36179,493,3,6198,650,2,30400,2309,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_03,try02,0,pickup,1,1,halt_granted,5,16,113919,2979,366.8,0,0,0,39448,837,4,54404,723,5,14671,1200,4,4378,184,4,1018,35,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_03,try02,1,pickup,1,1,halt_granted,5,21,133524,3857,270.3,0,0,0,43730,819,4,60378,846,5,18935,1322,4,4386,612,4,6095,258,6,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_03,try02,2,checkout,1,1,halt_granted,5,15,237987,10181,1195.2,0,0,0,48987,973,4,66998,859,5,24346,1348,4,97656,7001,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_03,try03,0,pickup,1,1,halt_granted,5,16,113316,2953,365.6,0,0,0,39191,800,4,54345,748,5,14377,1111,4,4385,222,4,1018,72,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_03,try03,1,pickup,1,1,halt_granted,5,21,134775,3908,279.5,0,0,0,44205,889,4,60595,858,5,19480,1384,4,4400,504,4,6095,273,6,0,0,0,0,0,0,0,0,0,0,0,0
a6-2,20260730_080607_context-ablation-a6-2,medium_03,try03,2,checkout,1,1,halt_granted,5,15,237065,10417,1160.2,0,0,0,48775,1125,4,66348,873,5,24286,1387,4,97656,7032,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_01,try01,0,pickup,1,0,time_cap,44,137,2594483,42017,2479.2,0,0,0,1714187,9202,44,534252,7357,44,252864,15665,44,88097,9569,80,5083,224,5,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_01,try01,1,pickup,2,0,time_cap,34,104,1813696,31545,2420.2,0,0,0,1110791,9406,34,505180,6486,34,183598,12769,34,12093,2785,11,2034,99,2,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_01,try02,0,pickup,1,1,halt_granted,7,22,185231,5100,429.7,0,0,0,71851,1490,6,76344,1073,7,24965,1889,6,11062,602,10,1009,46,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_03,try01,0,goto,1,1,halt_granted,2,6,29286,751,76.6,0,0,0,6754,205,1,21312,288,2,1220,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_03,try01,1,pickup,1,1,halt_granted,5,16,126945,4453,239.4,0,0,0,45120,884,4,58654,809,5,17744,1132,4,4410,1585,4,1017,43,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_03,try02,0,goto,1,1,halt_granted,2,6,29399,858,81.2,0,0,0,6799,218,1,21322,345,2,1278,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_03,try02,1,pickup,1,1,halt_granted,5,16,126371,4599,250.8,0,0,0,44944,856,4,58470,825,5,17540,1251,4,4400,1619,4,1017,48,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_03,try03,0,goto,1,1,halt_granted,2,6,29283,775,76.2,0,0,0,6778,197,1,21269,345,2,1236,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,easy_03,try03,1,pickup,1,1,halt_granted,5,16,126990,4511,231.0,0,0,0,45109,867,4,58754,766,5,17716,1177,4,4394,1654,4,1017,47,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try01,0,pickup,1,1,halt_granted,13,40,418800,12675,884.7,0,0,0,195498,2971,12,145265,2081,13,59329,3787,12,17692,3795,16,1016,41,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try01,1,pickup,1,1,halt_granted,5,21,146008,4302,433.4,0,0,0,45219,964,4,63546,883,5,17923,1433,4,13224,740,12,6096,282,6,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try01,2,inspect,1,0,halt_forced,13,193,667721,20313,1929.7,3,1,0,200924,3463,10,192567,2821,13,75612,3644,10,0,0,0,198618,10385,154,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try01,3,inspect,2,0,halt_forced,11,137,509898,15355,1421.0,3,1,0,143198,2729,8,172239,2708,11,58953,2971,8,0,0,0,135508,6947,104,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try02,0,pickup,1,1,halt_granted,8,25,215765,6895,582.6,0,0,0,88799,1503,7,88188,1342,8,30065,2083,7,7700,1925,7,1013,42,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try02,1,pickup,1,1,halt_granted,6,25,176257,5187,350.1,0,0,0,59329,1107,5,74843,1002,6,21747,1500,5,13245,1278,12,7093,300,7,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try02,2,inspect,1,1,halt_granted,3,55,132958,5252,465.0,0,0,0,21163,484,2,42487,593,3,9285,620,2,0,0,0,60023,3555,46,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try02,3,checkout,1,1,halt_granted,5,15,192192,7567,798.6,1,0,0,37318,844,3,73613,871,5,18293,1104,3,62968,4748,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try03,0,pickup,1,1,halt_granted,8,25,224606,10136,660.1,0,0,0,90385,1466,7,88211,1243,8,30700,2158,7,14297,5224,13,1013,45,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try03,1,pickup,1,1,halt_granted,16,65,620498,16435,1041.8,0,0,0,283500,3610,15,200940,2655,16,76877,5149,15,41968,4198,38,17213,823,17,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try03,2,inspect,1,1,halt_granted,3,34,107831,3336,285.7,0,0,0,21002,505,2,43415,511,3,9145,551,2,0,0,0,34269,1769,25,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_01,try03,3,checkout,1,1,halt_granted,5,15,197749,7649,586.1,1,0,0,37429,922,3,75618,889,5,18482,1000,3,66220,4838,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try01,0,goto,1,1,halt_granted,2,6,29835,906,175.6,0,0,0,6956,232,1,21430,432,2,1449,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try01,1,inspect,1,1,halt_granted,2,7,36825,1168,54.9,0,0,0,7615,259,1,23394,391,2,2135,264,1,2284,166,2,1397,88,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try01,2,pickup,1,1,halt_granted,12,45,441093,10024,568.6,0,0,0,201783,2582,11,155167,2023,12,67155,3693,11,7854,1071,7,9134,655,9,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try01,3,checkout,1,1,halt_granted,3,9,116059,4840,564.7,0,0,0,20969,529,2,42530,479,3,9136,609,2,43424,3223,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,0,goto,1,1,halt_granted,2,6,30006,787,173.7,0,0,0,6940,230,1,21635,304,2,1431,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,1,inspect,1,1,halt_granted,1,4,13155,276,14.4,0,0,0,0,0,0,11758,187,1,0,0,0,0,0,0,1397,89,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,2,pickup,1,1,halt_granted,10,36,325399,6923,374.2,1,0,0,131130,1842,8,133691,1735,10,48949,2534,8,5545,366,5,6084,446,6,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,3,checkout,1,1,halt_granted,3,9,118407,4685,521.5,0,0,0,22512,504,2,43985,466,3,10654,618,2,41256,3097,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,4,goto,1,1,halt_granted,2,6,48213,930,82.1,0,0,0,11051,232,1,31618,388,2,5544,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,5,pickup,1,1,halt_granted,33,123,1958944,27916,1648.3,1,0,0,1094710,7212,29,604332,6236,33,207458,9524,29,28051,3016,25,24393,1928,24,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,6,checkout,1,1,halt_granted,3,9,150824,4839,547.5,0,0,0,28812,531,2,61607,507,3,16981,618,2,43424,3183,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,7,goto,1,1,halt_granted,2,6,66582,1555,88.8,0,0,0,14082,750,1,43407,414,2,9093,391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,8,pickup,1,1,halt_granted,9,32,479039,7726,369.0,0,0,0,181142,1778,8,209668,1843,9,74275,2749,8,8879,830,8,5075,526,5,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try02,9,checkout,1,1,halt_granted,4,12,266566,7748,827.5,0,0,0,56126,772,3,98519,672,4,37029,932,3,74892,5372,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try03,0,goto,1,1,halt_granted,2,6,29849,962,174.9,0,0,0,6909,248,1,21522,377,2,1418,337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try03,1,inspect,1,1,halt_granted,1,4,12962,306,10.4,0,0,0,0,0,0,11565,213,1,0,0,0,0,0,0,1397,93,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try03,2,pickup,1,1,halt_granted,28,99,1397755,36528,1995.2,1,0,0,770600,6775,26,388593,5185,28,160572,8514,26,50672,12692,45,14223,1460,14,0,0,0,13095,1902,1,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,hard_03,try03,3,checkout,1,1,halt_granted,4,12,196174,7302,838.5,0,0,0,38375,748,3,64737,666,4,19254,1000,3,73808,4888,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_01,try01,0,pickup,1,1,halt_granted,10,31,298885,13435,808.6,0,0,0,127348,2024,9,110822,1578,10,40950,2947,9,18752,6833,17,1013,53,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_01,try01,1,checkout,1,1,halt_granted,3,9,92971,4043,384.9,0,0,0,17925,493,2,36422,480,3,6056,599,2,32568,2471,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_01,try02,0,pickup,1,1,halt_granted,13,40,418953,10341,663.7,0,0,0,191038,2731,12,144862,2122,13,54512,3593,12,27525,1850,25,1016,45,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_01,try02,1,checkout,1,0,time_cap,45,135,2762699,39153,2402.7,0,0,0,1870400,13873,45,635897,8883,45,256402,16397,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_01,try02,2,checkout,2,0,time_cap,61,183,4439405,49237,2427.5,0,0,0,3024178,16491,61,1090470,12222,61,324757,20524,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_01,try03,0,pickup,1,1,halt_granted,16,50,551419,14064,655.1,0,0,0,274792,3611,15,179626,2473,16,76257,5034,15,18706,2871,17,2038,75,2,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_01,try03,1,checkout,1,1,halt_granted,7,21,225877,6996,442.8,0,0,0,75763,1503,6,89414,1159,7,27048,1893,6,33652,2441,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try01,0,pickup,1,1,halt_granted,5,16,116708,3087,316.1,0,0,0,42064,838,4,54585,797,5,14642,1216,4,4399,184,4,1018,52,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try01,1,pickup,1,1,halt_granted,5,21,140289,3870,273.1,0,0,0,47604,872,4,61976,918,5,20216,1281,4,4398,540,4,6095,259,6,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try01,2,checkout,1,1,halt_granted,5,15,241203,9849,1020.9,0,0,0,52390,1046,4,68149,789,5,25176,1284,4,95488,6730,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try02,0,pickup,1,1,halt_granted,5,16,114997,3168,313.6,0,0,0,41480,787,4,54115,1090,5,14007,1068,4,4377,184,4,1018,39,1,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try02,1,pickup,1,1,halt_granted,5,21,136646,3786,278.0,0,0,0,46635,889,4,60214,890,5,19264,1252,4,4438,504,4,6095,251,6,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try02,2,checkout,1,1,halt_granted,5,15,242954,10293,1087.8,0,0,0,52124,1033,4,67193,869,5,24897,1388,4,98740,7003,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try03,0,pickup,1,1,halt_granted,5,16,116160,2947,314.0,0,0,0,41916,790,4,54393,770,5,14446,1118,4,4387,222,4,1018,47,1,0,0,0,0,0,0,0,0,0,0,0,0
